Year,Festival,Title,Brand,Award,Country,Agency,Track,Category,Sub category,Board image,Video
2025,Clio Entertaiment,Red Light Green Light In-Ride Reimagined,Netflix Squid Game 2,Shortlist,United States,Subtropic Studios,Speciality,Clio Entertainment x Snapchat AR Specialty Award,,https://resized-media.entries.clios.com/companies/143123/media/2bfa5727-e4ef-41d8-a305-08ddca1e8d72-medium.png.webp,https://clios.com/winners-gallery/details/193022
2025,Clio Entertaiment,LA Rams SoFi Take It To The Bank In-Stadium Game,LA Rams,Shortlist,United States,Los Angeles Rams,Speciality,Clio Entertainment x Snapchat AR Specialty Award,,https://resized-media.entries.clios.com/companies/143134/media/fba8f6bf-eb4d-461f-4450-08ddbc3a4ea4-medium.jpg.webp,https://clios.com/winners-gallery/details/197795
2025,Clio Entertaiment,Enter The AR-ena Popcorn Bucket,Gladiator II,Shortlist,United States,BOND,Speciality,Clio Entertainment x Snapchat AR Specialty Award,,https://resized-media.entries.clios.com/companies/4830/media/e90dd4a5-e37a-4907-abd9-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/205136
2025,Clio Entertaiment,Jurassic World D-Rex Attack AR Standee Experience,Universal Pictures,Shortlist,United States,Universal Pictures,Speciality,Clio Entertainment x Snapchat AR Specialty Award,,https://resized-media.entries.clios.com/companies/143134/media/b672a62b-6dcc-4106-445b-08ddbc3a4ea4-medium.jpg.webp,https://clios.com/winners-gallery/details/197798
2025,Clio Entertaiment,Mission Impossible AR Popcorn Bucket Experience,Paramount Pictures,Shortlist,United States,Paramount Pictures,Speciality,Clio Entertainment x Snapchat AR Specialty Award,,https://resized-media.entries.clios.com/companies/143134/media/aab86c18-81f6-4084-4455-08ddbc3a4ea4-medium.jpg.webp,https://clios.com/winners-gallery/details/197796
2025,Clio Entertaiment,The Shred’s Not Dead,Activision Tony Hawk’s Pro Skater 3 - 4,Shortlist,United States,No Problem,Audio Visual,Spot,Live-Action Spot,https://resized-media.entries.clios.com/companies/143658/media/d6f48d5e-17eb-45c5-fbd9-08ddda84979b-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/199105
2025,Clio Entertaiment,Call of Duty Mobile I Wish Trailer,Call of Duty Mobile,Shortlist,United States,BOND,Audio Visual,Trailer,CGI Trailer,https://resized-media.entries.clios.com/companies/4830/media/f6cd252c-70d6-4c30-8135-08dda8280727-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/194538
2025,Clio Entertaiment,Launch Trailer,Assassins Creed Shadows,Shortlist,United States,Aspect,Audio Visual,Trailer,Game Footage Trailer,https://resized-media.entries.clios.com/companies/4921/media/9b0d954e-92ef-4f66-06fe-08dd8372b990-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/193924
2025,Clio Entertaiment,PIZZA WRMR,Pizza Hut Canada,Shortlist,Canada,Leo Toronto,Branded Entertainment & Content,Digital Mobile & Social Media,,https://resized-media.entries.clios.com/companies/946/media/b00a4ae8-9c69-45ff-871d-08dda8280727-medium.jpg.webp,https://clios.com/winners-gallery/details/196290
2025,Clio Entertaiment,Gameplay Trailer,Clockwork Revolution,Shortlist,United States,Buddha Jones,Craft & Design,Audio Visual Craft,Editing,https://resized-media.entries.clios.com/companies/143287/media/97487c6d-fe78-46dc-42e1-08dda8286ac6-medium.png.webp,https://clios.com/winners-gallery/details/195502
2025,Clio Entertaiment,Gameplay Trailer,Clockwork Revolution,Shortlist,United States,Buddha Jones,Craft & Design,Audio Visual Craft,Game Capture Cinematography,https://resized-media.entries.clios.com/companies/143287/media/97487c6d-fe78-46dc-42e1-08dda8286ac6-medium.png.webp,https://clios.com/winners-gallery/details/195248
2025,Clio Entertaiment,Nuketown Launch Trailer,Call of Duty Black Ops 6,Shortlist,United States,Aspect,Craft & Design,Audio Visual Craft,Game Capture Cinematography,https://resized-media.entries.clios.com/companies/4921/media/850d7c83-2f45-4029-8036-08dda8280727-medium.jpg.webp,https://clios.com/winners-gallery/details/193931
2025,Clio Entertaiment,In-Game Graphics,Forza Motorsport,Shortlist,United States,MOCEAN,Craft & Design,Design,Design Package,https://resized-media.entries.clios.com/companies/813/media/9946e7bf-9a08-44d5-837b-08dda8280727-medium.jpg.webp,https://clios.com/winners-gallery/details/195044
2025,Clio Entertaiment,The Toxicity Rating,Melanin Gamers,Shortlist,Canada,Leo Toronto,Digital Mobile & Social Media,Digital & Mobile,Microsite & Website,https://resized-media.entries.clios.com/companies/946/media/52d621af-5067-4603-cda6-08dcefb3a1aa-medium.jpg.webp,https://clios.com/winners-gallery/details/194159
2025,Clio Entertaiment,PIZZA WRMR,Pizza Hut Canada,Shortlist,Canada,Leo Toronto,Digital Mobile & Social Media,Social Media,Use of Influencer & Talent,https://resized-media.entries.clios.com/companies/946/media/b00a4ae8-9c69-45ff-871d-08dda8280727-medium.jpg.webp,https://clios.com/winners-gallery/details/196397
2025,Clio Entertaiment,The Final Exam,Change The Ref,Shortlist,United States,Energy BBDO,Experiential & Fan Engagement,Experiential & Activation,Consumer,https://resized-media.entries.clios.com/companies/338/media/f1c3e448-1c8f-4694-6b62-08dd6aeb75fb-medium.jpg.webp,https://clios.com/winners-gallery/details/200384
2025,Clio Entertaiment,The Shred’s Not Dead,Activision Tony Hawk’s Pro Skater 3 - 4,Shortlist,United States,No Problem,Integrated Campaign,Integrated Campaign,,https://resized-media.entries.clios.com/companies/143658/media/8960fff5-c900-4dab-fb57-08ddda84979b-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/202691
2025,Clio Entertaiment,Screaming,Moana 2,Shortlist,United States,REBEL,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/1223/media/1b0bcb82-17af-4ca6-8401-08dda8280727-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195178
2025,Clio Entertaiment,Epic Friendship,How to Train Your Dragon,Shortlist,United States,REBEL,Audio Visual,Trailer,,https://resized-media.entries.clios.com/companies/1223/media/30855b99-d424-464f-98d0-08ddcf598d69-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/201672
2025,Clio Entertaiment,Fandango,Deadpool & Wolverine,Shortlist,United States,Tiny Hero,Craft & Design,Digital Mobile & Social Media Craft,Graphic Design,https://resized-media.entries.clios.com/companies/4875/media/13fd7fc7-600f-4778-95f1-08ddcf598d69-medium.jpg.webp,https://clios.com/winners-gallery/details/199531
2025,Clio Entertaiment,DEN OF THIEVES BOX SET,DEN OF THIEVES,Shortlist,United States,Phantom City Creative Inc,Craft & Design,Key Art Craft,Illustration,https://resized-media.entries.clios.com/companies/5526/media/eefb962b-a273-4cb9-aad3-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/201678
2025,Clio Entertaiment,Jurassic World Rebirth - Colossal Campaign - Social,Universal Studios,Shortlist,United States,Fracture Creative,Digital Mobile & Social Media,Social Media,Mixed Campaign,https://resized-media.entries.clios.com/companies/142952/media/aac27602-0419-499c-afcb-08ddca1e8d72-medium.png.webp,https://clios.com/winners-gallery/details/195700
2025,Clio Entertaiment,Travel Line Look,Warner Bros,Shortlist,United States,Art Machine - a Trailer Park Group Company,Key Art & Out of Home,Key Art,Key Art,https://resized-media.entries.clios.com/companies/5129/media/2d5526f4-1d01-4076-9a1c-08ddcf598d69-medium.png.webp,https://clios.com/winners-gallery/details/200686
2025,Clio Entertaiment,Gladiator II Influencer & Talent,Paramount Pictures,Shortlist,United States,Trailer Park Group,Public Relations,Use of Influencer & Talent,,https://resized-media.entries.clios.com/companies/5334/media/575845b2-0ffb-4148-5cbb-08ddda7db5d2-medium.png.webp,https://clios.com/winners-gallery/details/202429
2025,Clio Entertaiment,40th Anniversary Steelbook,The Terminator,Shortlist,United States,BOND,Retail & Premium,Packaging,Specialty Packaging,https://resized-media.entries.clios.com/companies/4830/media/64ce7b65-613e-46f7-979c-08ddcf598d69-medium.jpg.webp,https://clios.com/winners-gallery/details/201844
2025,Clio Entertaiment,Good Night and Good Luck,Good Night and Good Luck on Broadway,Shortlist,United States,AKA NYC,Branded Entertainment & Content,Brand Promo,,https://resized-media.entries.clios.com/companies/5224/media/403e99a8-7af9-446d-6034-08ddda7db5d2-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/201716
2025,Clio Entertaiment,PARIS 2024 - OPENING CEREMONY,PARIS 2024 - OPENING CEREMONY,Shortlist,France,Gédéon,Craft & Design,Design,Design Package,https://resized-media.entries.clios.com/companies/4962/media/b6615fb3-e6b6-45bb-027e-08dd8372b990-medium.jpeg.webp,https://clios.com/winners-gallery/details/192286
2025,Clio Entertaiment,George Balanchines The Nutcracker,New York City Ballet,Shortlist,United States,New York City Ballet,Craft & Design,Key Art Craft,Illustration,https://resized-media.entries.clios.com/companies/5171/media/546af4fc-1127-432d-4698-08ddbc3a4ea4-medium.jpg.webp,https://clios.com/winners-gallery/details/198393
2025,Clio Entertaiment,Hells Kitchen | Behind the Scenes of the 2024 Macys Thanksgiving Day Parade,Hells Kitchen on Broadway,Shortlist,United States,AKA NYC,Digital Mobile & Social Media,Social Media,Long-Form Social Media Video,https://resized-media.entries.clios.com/companies/5224/media/e13e1e5a-7ee0-4847-abaa-08ddca1e8d72-medium.png.webp,https://clios.com/winners-gallery/details/201813
2025,Clio Entertaiment,Roaring Through the Broadway Theatre Gatsby’s Broadway Arrival,The Great Gatsby on Broadway,Shortlist,United States,And Thats Showbiz,Digital Mobile & Social Media,Social Media,Long-Form Social Media Video,https://resized-media.entries.clios.com/companies/6170/media/1293308c-9134-4d90-afe0-08ddca1e8d72-medium.png.webp,https://clios.com/winners-gallery/details/202550
2025,Clio Entertaiment,PLEASE LOOK AFTER THIS TEASER,PADDINGTON The Musical,Shortlist,United Kingdom,AKA UK,Digital Mobile & Social Media,Social Media,Short-Form Social Media Video,https://resized-media.entries.clios.com/companies/5416/media/9425ef77-08da-4016-971d-08ddcf598d69-medium.jpg.webp,https://clios.com/winners-gallery/details/198082
2025,Clio Entertaiment,TUDUM 2025,Netflix,Shortlist,United Kingdom,Silk Factory,Experiential & Fan Engagement,Fan Engagement,Audio Visual,https://resized-media.entries.clios.com/companies/143610/media/f71a98fc-4a96-4123-9aa1-08ddcf598d69-medium.jpg.webp,https://clios.com/winners-gallery/details/201593
2025,Clio Entertaiment,Stranger Things The First Shadow - Turning Broadway Upside Down,Stranger Things The First Shadow on Broadway,Shortlist,United States,AKA NYC,Integrated Campaign,Integrated Campaign,,https://resized-media.entries.clios.com/companies/5224/media/7f3aaf00-0ea1-41e9-6036-08ddda7db5d2-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/201848
2025,Clio Entertaiment,When a Show Becomes a Movement,John Proctor Is the Villain on Broadway,Shortlist,United States,SpotCo,Integrated Campaign,Integrated Campaign,,https://resized-media.entries.clios.com/companies/4964/media/3471019d-e348-459a-a783-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/194391
2025,Clio Entertaiment,Kinoteka 2025,Kinoteka,Shortlist,United States,Tomasz Opasinski,Key Art & Out of Home,Key Art,Posters One Sheets,https://resized-media.entries.clios.com/companies/4571/media/7afa6142-769a-4122-e1ba-08dd7068cd92-medium.jpg.webp,https://clios.com/winners-gallery/details/192118
2025,Clio Entertaiment,Is that…a DeLorean?!,Back to the Future the Musical,Shortlist,United Kingdom,Dewynters,Key Art & Out of Home,Out of Home,Billboard,https://resized-media.entries.clios.com/companies/5542/media/2c1e5e83-7970-44ce-a45a-08ddcf598d69-medium.jpg.webp,https://clios.com/winners-gallery/details/202526
2025,Clio Entertaiment,Keepsake Book,Death Becomes Her,Shortlist,United States,Art Machine - a Trailer Park Group Company,Public Relations,For-Your-Consideration,,https://resized-media.entries.clios.com/companies/5129/media/22d8136e-9ecc-4ff6-a3b9-08ddca1e8d72-medium.png.webp,https://clios.com/winners-gallery/details/200205
2025,Clio Entertaiment,Freeforms 31 Nights of Halloween Campaign,Freeform,Shortlist,United States,Freeform,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/5005/media/9ec9fe35-a869-4fdb-447e-08dda8286ac6-medium.png.webp,https://clios.com/winners-gallery/details/195985
2025,Clio Entertaiment,Nine Perfect Strangers Season 2 On-Air Campaign,Hulu Originals,Shortlist,United States,Hulu Originals,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/4885/media/2f0b66c4-b6a3-440e-47f0-08ddbc3a4ea4-medium.png.webp,https://clios.com/winners-gallery/details/197883
2025,Clio Entertaiment,Only Murders in the Building Season 4 On-Air Campaign,Hulu Originals,Shortlist,United States,Hulu Originals,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/4885/media/60d03019-3e02-4fba-9eae-08ddca1e8d72-medium.png.webp,https://clios.com/winners-gallery/details/197902
2025,Clio Entertaiment,YOU - Final Season Campaign,Netflix,Shortlist,United States,Netflix Creative Studio,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/4733/media/bfceabe1-a976-45c7-81f1-08dda8280727-medium.jpg.webp,https://clios.com/winners-gallery/details/194699
2025,Clio Entertaiment,Your Friends & Neighbors - AV Campaign,Your Friends and Neighbors,Shortlist,United States,Tiny Hero,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/4875/media/9ea026bf-cc48-4d06-a252-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/200212
2025,Clio Entertaiment,Legacy Trailer,Arcane Season 2,Shortlist,United States,Tiny Hero,Audio Visual Craft,Editing,,https://resized-media.entries.clios.com/companies/4875/media/12f420b5-6112-4575-96d7-08ddcf598d69-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/199799
2025,Clio Entertaiment,Prodigy,Alien Earth,Shortlist,United States,Zealot Inc,Audio Visual Craft,Editing,,https://resized-media.entries.clios.com/companies/2177/media/6a21658e-640c-4950-41fb-08dda8286ac6-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195083
2025,Clio Entertaiment,The Bear S4 Calm,The Bear S4,Shortlist,United States,GrandSon,Audio Visual Craft,Editing,,https://resized-media.entries.clios.com/companies/4926/media/ffab2daf-659b-44fe-82f4-08dda8280727-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/194912
2025,Clio Entertaiment,Punished,Disclaimer,Shortlist,United States,Motive,Audio Visual Craft,Music,,https://resized-media.entries.clios.com/companies/4587/media/12a803ce-608a-40d2-46d0-08ddbc3a4ea4-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195466
2025,Clio Entertaiment,Sisters,The Buccaneers,Shortlist,United States,Wild Card Creative Group,Audio Visual Craft,Music,,https://resized-media.entries.clios.com/companies/4522/media/93cc485d-b603-4cc9-4576-08ddbc3a4ea4-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/193404
2025,Clio Entertaiment,The Handmaids Tale Season 6 Catch-Up Trailer My Name is June,Hulu Originals,Shortlist,United States,Hulu Originals,Audio Visual Craft,Voice Over,,https://resized-media.entries.clios.com/companies/4885/media/227a44dc-6943-4381-4443-08ddbc3a4ea4-medium.png.webp,https://clios.com/winners-gallery/details/197784
2025,Clio Entertaiment,Best of 2024,AMC-,Shortlist,United States,AMC Networks,Audio Visual Brand Promo,Brand Promo,,https://resized-media.entries.clios.com/companies/143258/media/629a0956-81ef-4189-9ff3-08ddbc6e7e05-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/196760
2025,Clio Entertaiment,Insane,FX Has the Movies 2025,Shortlist,United States,Zealot Inc,Audio Visual Brand Promo,Brand Promo,,https://resized-media.entries.clios.com/companies/2177/media/7cb658f9-9140-4e36-83b1-08dda8280727-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195073
2025,Clio Entertaiment,Reckoning,Arcane Season 2,Shortlist,United States,Tiny Hero,Audio Visual Clip-Based Spot,Audio Visual Clip-Based Spot,,https://resized-media.entries.clios.com/companies/4875/media/34420d18-0d24-4212-a124-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/199490
2025,Clio Entertaiment,Secrets,Eyes of Wakanda,Shortlist,United States,Requiem,Audio Visual Clip-Based Spot,Audio Visual Clip-Based Spot,,https://resized-media.entries.clios.com/companies/143294/media/0b75b49e-f0a1-431f-5d2e-08ddda7db5d2-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/202985
2025,Clio Entertaiment,Showdown Parallax,Arcane Season 2,Shortlist,United States,Tiny Hero,Audio Visual Clip-Based Spot,Audio Visual Clip-Based Spot,,https://resized-media.entries.clios.com/companies/4875/media/d5f24f03-878e-4319-a117-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/199477
2025,Clio Entertaiment,The Bear S4 - Talent Critics,FX,Shortlist,United States,FX,Audio Visual Clip-Based Spot,Audio Visual Clip-Based Spot,,https://resized-media.entries.clios.com/companies/4559/media/636e9b40-4fdb-4be4-accb-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/202036
2025,Clio Entertaiment,Life Below Zero S12 Series Sell,National Geographic,Shortlist,United States,National Geographic,Audio Visual Clip-Based Spot,Audio Visual Clip-Based Spot,,https://resized-media.entries.clios.com/companies/4339/media/a8ec63de-a9be-4d01-9dc0-08ddbc6e7e05-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/196506
2025,Clio Entertaiment,Hype 60,The Penguin,Shortlist,United States,BOND,Audio Visual Clip-Based Spot,Audio Visual Clip-Based Spot,,https://resized-media.entries.clios.com/companies/4830/media/738231bd-6be2-4220-8403-08dda8280727-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195180
2025,Clio Entertaiment,Christmas TV Spot,Black Doves,Shortlist,United Kingdom,Make it Social,Audio Visual Clip-Based Spot,Audio Visual Clip-Based Spot,,https://resized-media.entries.clios.com/companies/143376/media/3809a26c-10a0-47c8-8663-08dda8280727-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/196160
2025,Clio Entertaiment,ZDFneo FEEL,ZDFneo,Shortlist,Germany,Then We Take Berlin,Audio Visual Clip-Based Spot,Audio Visual Clip-Based Spot,,https://resized-media.entries.clios.com/companies/143406/media/d0b671e2-8bed-4ecd-9f39-08ddbc6e7e05-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/196933
2025,Clio Entertaiment,The Floor Get Lowe,Fox Entertainment,Shortlist,United States,FOX Entertainment,Audio Visual Clip-Based Spot,Audio Visual Clip-Based Spot,,https://resized-media.entries.clios.com/companies/4967/media/5d84ecc1-1536-456d-9fcf-08ddbc6e7e05-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/197110
2025,Clio Entertaiment,Matt Damon Roasts Andrew Schulz’s New Netflix Special,Andrew Schulz Life,Shortlist,United States,BOND,Audio Visual Special Shoot Spot,Audio Visual Special Shoot Spot,,https://resized-media.entries.clios.com/companies/4830/media/f478d013-407f-4ca2-82c5-08dda8280727-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/194856
2025,Clio Entertaiment,Alien Earth - 30 Reflections,FX,Shortlist,United States,FX,Audio Visual Special Shoot Spot,Audio Visual Special Shoot Spot,,https://resized-media.entries.clios.com/companies/4559/media/cf510b62-21e6-4c69-4276-08dda8286ac6-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195437
2025,Clio Entertaiment,Guilty Pleasure,The White Lotus S3,Shortlist,United States,Create Advertising Group,Audio Visual Teaser,Audio Visual Teaser,,https://resized-media.entries.clios.com/companies/4951/media/7a00fc24-568f-40ee-9f5f-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/198963
2025,Clio Entertaiment,Trouble,IT Welcome to Derry,Shortlist,United States,Zealot Inc,Audio Visual Teaser,Audio Visual Teaser,,https://resized-media.entries.clios.com/companies/2177/media/bfb93923-c6dc-4ec6-a7af-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/200621
2025,Clio Entertaiment,Oops,Back in Action,Shortlist,United States,AV Squad,Audio Visual Teaser,Audio Visual Teaser,,https://resized-media.entries.clios.com/companies/4977/media/188fe998-73dc-4514-a2fe-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/200018
2025,Clio Entertaiment,Play,Not a Box,Shortlist,United States,X-AV,Audio Visual Trailer,Audio Visual Trailer,,https://resized-media.entries.clios.com/companies/4946/media/d4c7a856-df81-469e-4313-08ddbc3a4ea4-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/197345
2025,Clio Entertaiment,Genius MLK-X Trailer,National Geographic,Shortlist,United States,National Geographic,Audio Visual Trailer,Audio Visual Trailer,,https://resized-media.entries.clios.com/companies/4339/media/68b63cc2-32bc-4f42-9dc3-08ddbc6e7e05-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/196511
2025,Clio Entertaiment,Traitors,Industry,Shortlist,United States,Jax,Audio Visual Trailer,Audio Visual Trailer,,https://resized-media.entries.clios.com/companies/5183/media/87cb59dd-e680-4761-a087-08ddbc6e7e05-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/197264
2025,Clio Entertaiment,Dream,Fight For Glory World Series 2024,Shortlist,United States,MOCEAN,Audio Visual Trailer,Audio Visual Trailer,,https://resized-media.entries.clios.com/companies/813/media/cf89ffa9-af57-47a2-03d4-08dd8372b990-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/193697
2025,Clio Entertaiment,Crew,Play Dirty,Shortlist,United States,AV Squad,Audio Visual Trailer,Audio Visual Trailer,,https://resized-media.entries.clios.com/companies/4977/media/b742a9fb-26f3-4473-60c9-08ddda7db5d2-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/202211
2025,Clio Entertaiment,Deals of Desire,Walmart,Shortlist,United States,Publicis Groupe,Branded Entertainment & Content,Brand Promo,,https://resized-media.entries.clios.com/companies/2714/media/0047eeff-0866-4abe-5fab-08ddda7db5d2-medium.jpg.webp,https://clios.com/winners-gallery/details/201835
2025,Clio Entertaiment,Hulu on Disney- Launch,Disney-,Shortlist,United States,Disney-,Branded Entertainment & Content,Brand Promo,,https://resized-media.entries.clios.com/companies/5663/media/47567dfe-fd2b-49ed-9d00-08ddcf598d69-medium.png.webp,https://clios.com/winners-gallery/details/201422
2025,Clio Entertaiment,The Pitt Our Stories to Tell,HBO,Shortlist,United States,HBO-MAX Marketing AV,Branded Entertainment & Content,Diversity in Storytelling,,https://resized-media.entries.clios.com/companies/5072/media/85d879dc-8855-48e9-ab91-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/201796
2025,Clio Entertaiment,Body Swap,Netflix,Shortlist,United States,AKQA,Branded Entertainment & Content,Experiential & Activations,,https://resized-media.entries.clios.com/companies/141718/media/430568d1-b73b-43b0-80aa-08dda8280727-medium.jpg.webp,https://clios.com/winners-gallery/details/194359
2025,Clio Entertaiment,THE TARGARYEN ROYAL GALLERY,MAX,Shortlist,Spain,iProspect Dentsu,Branded Entertainment & Content,Experiential & Activations,,https://resized-media.entries.clios.com/companies/143276/media/d43fea58-8b90-4652-81b1-08dda8280727-medium.jpg.webp,https://clios.com/winners-gallery/details/194514
2025,Clio Entertaiment,BRAIN ON PRIME,PRIME VIDEO,Shortlist,Canada,We Are Social Canada,Branded Entertainment & Content,Influencer & Talent Storytelling,,https://resized-media.entries.clios.com/companies/140437/media/fb64adfa-86be-486b-a05c-08ddbc6e7e05-medium.png.webp,https://clios.com/winners-gallery/details/195291
2025,Clio Entertaiment,Paramount Network 10th Anniversary Ident,PARAMOUNT CREATIVE MTVE INTERNATIONAL,Shortlist,Hungary,PARAMOUNT CREATIVE MTVE INTERNATIONAL - Hungary,Design,Bumpers Idents & Interstitials,,https://resized-media.entries.clios.com/companies/4806/media/cae6c516-f883-4436-817e-08dda8280727-medium.png.webp,https://clios.com/winners-gallery/details/194527
2025,Clio Entertaiment,Disney Channel Refresh Design Sizzle,Disney Channel,Shortlist,United States,Disney Branded Television,Design,Identity Package,,https://resized-media.entries.clios.com/companies/4957/media/128cada4-f037-49d4-4897-08ddbc3a4ea4-medium.png.webp,https://clios.com/winners-gallery/details/198956
2025,Clio Entertaiment,Hulu Hispanic Heritage Month,Hulu,Shortlist,United States,BIEN,Design,Identity Package,,https://resized-media.entries.clios.com/companies/5818/media/d5f99ca3-9041-49fd-8016-08dda8280727-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/194492
2025,Clio Entertaiment,Its Always Sunny S17 - 15 Rat ID,FX,Shortlist,United States,FX,Design,Motion Graphics,,https://resized-media.entries.clios.com/companies/4559/media/3b335e5b-e780-49af-8404-08dda8280727-medium.jpg.webp,https://clios.com/winners-gallery/details/195195
2025,Clio Entertaiment,Paramount Network Movies Killer Classics,Paramount Network,Shortlist,United States,MTV Entertainment Studios and Kids & Family,Design,Motion Graphics,,https://resized-media.entries.clios.com/companies/2542/media/7a1db7b4-a612-4ee5-a297-08ddca1e8d72-medium.png.webp,https://clios.com/winners-gallery/details/199901
2025,Clio Entertaiment,Welcome Back,Severance S2,Shortlist,United States,Wild Card Creative Group,Design,Motion Graphics,,https://resized-media.entries.clios.com/companies/4522/media/16bdedca-56f3-470e-457d-08ddbc3a4ea4-medium.jpg.webp,https://clios.com/winners-gallery/details/193593
2025,Clio Entertaiment,Welcome To Wrexham S3,FX,Shortlist,United States,FX,Design,Motion Graphics,,https://resized-media.entries.clios.com/companies/4559/media/cc952770-ef9f-4ee7-8280-08dda8280727-medium.jpg.webp,https://clios.com/winners-gallery/details/194758
2025,Clio Entertaiment,CES Date Announcement Reveal,The Last Of Us S2,Shortlist,United States,Create Advertising Group,Design,Special Design Promo,,https://resized-media.entries.clios.com/companies/4951/media/e7b21559-b915-44ea-9fef-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/199142
2025,Clio Entertaiment,The Big Fix,Audible,Shortlist,United States,Makiné Studios,Design,Special Design Promo,,https://resized-media.entries.clios.com/companies/143799/media/d5113b53-f374-4a31-9d58-08ddcf598d69-medium.png.webp,https://clios.com/winners-gallery/details/200644
2025,Clio Entertaiment,FXs Grotesquerie - The Feast,FX,Shortlist,United States,FX,Experiential & Activations,Consumer,,https://resized-media.entries.clios.com/companies/4559/media/8d978a7c-7161-41ee-af11-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/202439
2025,Clio Entertaiment,OVERNIGHTMARE,Peacock,Shortlist,United States,IHEARTCOMIX,Experiential & Activations,Consumer,,https://resized-media.entries.clios.com/companies/5727/media/e1fd5aa6-6d80-433d-9f7f-08ddbc6e7e05-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/196888
2025,Clio Entertaiment,Hacks IRL A Campaign That Broke the Fourth Wall,HBO Max,Shortlist,United States,HBO Max,Experiential & Activations,Special Event & Stunt,,https://resized-media.entries.clios.com/companies/5072/media/fa9e9865-a692-47a0-a77a-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/203259
2025,Clio Entertaiment,Live From New York The SNL50 Experience,NBC,Shortlist,United States,NVE Experience Agency,Experiential & Activations,Special Event & Stunt,,https://resized-media.entries.clios.com/companies/651/media/13c19e21-840a-4ec6-aa22-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/201798
2025,Clio Entertaiment,PLATFORM 0 (The Last Of Us),Max Spain,Shortlist,Spain,CYW,Experiential & Activations,Special Event & Stunt,,https://resized-media.entries.clios.com/companies/5103/media/bc503030-401a-40ab-42df-08dda8286ac6-medium.jpg.webp,https://clios.com/winners-gallery/details/195362
2025,Clio Entertaiment,The Snub Heard Around The World,Netflix,Shortlist,United States,Netflix,Experiential & Activations,Special Event & Stunt,,https://resized-media.entries.clios.com/companies/142252/media/7193a638-11fb-4b20-477f-08ddbc3a4ea4-medium.jpg.webp,https://clios.com/winners-gallery/details/198610
