Festival,Year,Track,Title,Brand,Agency,Contributing_Agencies,Category,Country,Award Level,Permalink
Effie Awards Latam,2025,Single-Market,Navidad O Boticário a través del cuidado el amor se fortalece,O Boticário,AlmapBBDO,,Restaurants,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/navidad-o-boticario-a-traves-del-cuidado-el-amor-se-fortalece-o-boticario-almapbbdo-2025/
Effie Awards Latam,2025,Single-Market,"Ser ""navicumpleañero"" no es divertido",Amazon,AlmapBBDO,Rufus,Restaurants,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/ser-navicumpleanero-no-es-divertido-amazon-almapbbdo-2025-2/
Effie Awards Latam,2025,Single-Market,Biblioteca casi vacía,Amazon,AlmapBBDO,,Restaurants,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/biblioteca-casi-vacia-amazon-almapbbdo-2025-2/
Effie Awards Latam,2025,Single-Market,Cornudo drive-thru,Burger King,AlmapBBDO,Jotacom/Streetwise,Restaurants,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/cornudo-drive-thru-burger-king-almapbbdo-2025/
Effie Awards Latam,2025,Single-Market,Franco delivered,Mercado Libre,Gut Argentina y Gut Brasil,Rebolucion,Restaurants,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/franco-delivered-mercado-libre-gut-argentina-y-gut-brasil-2025-2/
Effie Awards Latam,2025,Single-Market,Priceless walls,Home Vega,Beflamingo Agency,Karina Burgos,Restaurants,Ecuador,Shortlist,/awards/effie_latam/2025/campaigns/priceless-walls-home-vega-beflamingo-agency-2025-2/
Effie Awards Latam,2025,Single-Market,Handshake Desbloqueando conversiones masivas en tiempo real,Mercado Libre,UM México,Gut Agency (México)/Meet Super,Restaurants,México,Shortlist,/awards/effie_latam/2025/campaigns/handshake-desbloqueando-conversiones-masivas-en-tiempo-real-mercado-libre-um-mexico-2025-2/
Effie Awards Latam,2025,Single-Market,Indio de Alma Guerrera,Indio,Ogilvy México,Media Monks,Brand revitalization,México,Shortlist,/awards/effie_latam/2025/campaigns/indio-de-alma-guerrera-indio-ogilvy-mexico-2025/
Effie Awards Latam,2025,Single-Market,Newborn parents,Johnsons Baby,UM Brasil,,Brand revitalization,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/newborn-parents-johnsons-baby-um-brasil-2025-2/
Effie Awards Latam,2025,Single-Market,Torito de Pacífico tradición que protege de verdad,Pacífico Seguros,TBWA,OMD,Insurance,Perú,Shortlist,/awards/effie_latam/2025/campaigns/torito-de-pacifico-tradicion-que-protege-de-verdad-pacifico-seguros-tbwa-2025/
Effie Awards Latam,2025,Single-Market,Domicilios con descuentos,TaDa y Cervepar,Wild Fi,Renovatio Films,Deliver y Services,Paraguay,Shortlist,/awards/effie_latam/2025/campaigns/domicilios-con-descuentos-tada-y-cervepar-wild-fi-2025-2/
Effie Awards Latam,2025,Single-Market,No dejemos de pedir,Pedidos Ya,Gut Argentina,Argentina Cine,Deliver y Services,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/no-dejemos-de-pedir-pedidos-ya-gut-argentina-2025/
Effie Awards Latam,2025,Single-Market,Relanzamiento TaDa,TaDa,Isla Argentina e Isla México,Landia,Deliver y Services,México,Shortlist,/awards/effie_latam/2025/campaigns/relanzamiento-tada-tada-isla-argentina-e-isla-mexico-2025/
Effie Awards Latam,2025,Single-Market,Living in a pizza,Papa Johns Pizza,Be Flamingo,,Deliver y Services,Ecuador,Shortlist,/awards/effie_latam/2025/campaigns/living-in-a-pizza-papa-johns-pizza-be-flamingo-2025/
Effie Awards Latam,2025,Single-Market,Glowing relief,Alivia Health,De la Cruz Ogilvy,,Deliver y Services,Puerto Rico,Shortlist,/awards/effie_latam/2025/campaigns/glowing-relief-alivia-health-de-la-cruz-ogilvy-2025-4/
Effie Awards Latam,2025,Single-Market,Wi-Fi hogar,Personal,Gut Argentina,Argentina Cine,Telecommunications,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/wi-fi-hogar-personal-gut-argentina-2025-2/
Effie Awards Latam,2025,Single-Market,Destino oculto El primer vuelo que despegó sin destino,Wingo y AB InBev Bavaria,Havas Colombia,,Travel trips and tourism,Colombia,Shortlist,/awards/effie_latam/2025/campaigns/destino-oculto-el-primer-vuelo-que-despego-sin-destino-wingo-y-ab-inbev-bavaria-havas-colombia-2025/
Effie Awards Latam,2025,Single-Market,Uber moto - La Tropa que Nunca se Atrasa,Uber,Wieden + Kennedy,MugShot/Mfield/Dias Conceito/Iconoclast,Travel trips and tourism,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/uber-moto-la-tropa-que-nunca-se-atrasa-uber-wieden-kennedy-2025/
Effie Awards Latam,2025,Single-Market,Rockn ride,Uber y Quilmes,Wieden + Kennedy,OMD,Travel trips and tourism,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/rockn-ride-uber-y-quilmes-wieden-kennedy-2025-2/
Effie Awards Latam,2025,Single-Market,Latam Airlines - Lady Gaga,Latam Airlines,MRM y WMcCann,Jazz Side/Somos Fans,Travel trips and tourism,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/latam-airlines-lady-gaga-latam-airlines-mrm-y-wmccann-2025-3/
Effie Awards Latam,2025,Multi-Market,Gratis-gratis,Mercado Libre,Gut Argentina y Gut Brasil,,Media companies & entertainment,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/gratis-gratis-mercado-libre-gut-argentina-y-gut-brasil-2025/
Effie Awards Latam,2025,Multi-Market,Mercado Libre - Cazando ofertas en cada apretón de manos en Latinoamérica,Mercado Libre,Gut Brasil y Gut Buenos Aires (Argentina),Zetabe Powered By Mediabrands Campaigns,Media idea,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/mercado-libre-cazando-ofertas-en-cada-apreton-de-manos-en-latinoamerica-mercado-libre-gut-brasil-y-gut-buenos-aires-arge/
Effie Awards Latam,2025,Multi-Market,Las Juntas Finance,Financiera Confianza,Arena Media (Perú),,Positive change Social- Brands,Perú,Shortlist,/awards/effie_latam/2025/campaigns/las-juntas-finance-financiera-confianza-arena-media-peru-2025/
Effie Awards Latam,2025,Multi-Market,Puma Pris 20,Puma Pris,PHD Costa Rica y Becoming + Nro3,PHD Guatemala/PHD El Salvador/PHD Honduras,New products or services (launches) - Line extension,Costa Rica,Shortlist,/awards/effie_latam/2025/campaigns/puma-pris-20-puma-pris-phd-costa-rica-y-becoming-nro3-2025/
Effie Awards Latam,2025,Multi-Market,Mercado Libre - Cazando ofertas en cada apretón de manos en Latinoamérica,Mercado Libre,Gut Brasil y Gut Buenos Aires (Argentina),Zetabe Powered By Mediabrands Campaigns,Promotional marketing,Brasil,Shortlist,/awards/effie_latam/2025/campaigns/mercado-libre-cazando-ofertas-en-cada-apreton-de-manos-en-latinoamerica-mercado-libre-gut-brasil-y-gut-buenos-aires-ar-2/
Effie Awards Latam,2025,Multi-Market,Viral beauty Declaramos viralidad y el internet nos creyó,LOréal París Maybelline Garnier y Vogue,Goldfish,,Social media,Panamá,Shortlist,/awards/effie_latam/2025/campaigns/viral-beauty-declaramos-viralidad-y-el-internet-nos-creyo-loreal-paris-maybelline-garnier-y-vogue-goldfish-2025/
Effie Awards Latam,2025,Multi-Market,Gratis-gratis,Mercado Libre,Gut Argentina y Gut Brasil,,Relaunches,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/gratis-gratis-mercado-libre-gut-argentina-y-gut-brasil-2025-2/
Effie Awards Latam,2025,Multi-Market,Puma Pris 20,Puma Pris,PHD Costa Rica y Becoming + Nro3,PHD Guatemala/PHD El Salvador/PHD Honduras,Relaunches,Costa Rica,Shortlist,/awards/effie_latam/2025/campaigns/puma-pris-20-puma-pris-phd-costa-rica-y-becoming-nro3-2025-2/
Effie Awards Latam,2025,Multi-Market,Big-Bang,Mercado Libre,Gut Argentina y Gut Brasil,Rebolucion,Relaunches,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/big-bang-mercado-libre-gut-argentina-y-gut-brasil-2025/
Effie Awards Latam,2025,Multi-Market,El Poder de la dulzura,Axe,Lola MullenLowe e Initiative Argentina,Initiative/Catch,Relaunches,Argentina,Shortlist,/awards/effie_latam/2025/campaigns/el-poder-de-la-dulzura-axe-lola-mullenlowe-e-initiative-argentina-2025/
