Festival,Year,Track,Title,Brand,Agency,Category,Country,Award,Permalink
El Ojo de Iberoamerica,2025,DIRECTO,The eyes dribble,Heineken de Heineken Argentina,Publicis Argentina / LePub Milan,Nuevas realidades y tecnologias emergentes,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/the-eyes-dribble-heineken-de-heineken-argentina-publicis-argentina-lepub-milan-2025/
El Ojo de Iberoamerica,2025,DIRECTO,The eyes dribble,Heineken de Heineken Argentina,Publicis Argentina / LePub Milan,Fidelizacion y/o construccion de marca,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/the-eyes-dribble-heineken-de-heineken-argentina-publicis-argentina-lepub-milan-2025-2/
El Ojo de Iberoamerica,2025,DIRECTO,Nigrum corpus,IDOMED/ Instituto Yduqs de IDOMED / Instituto Yduqs,Artplan,Responsabilidad Social Empresarial (RSE),Brasil,Shortlist,/awards/el_ojo/2025/campaigns/nigrum-corpus-idomed-instituto-yduqs-de-idomed-instituto-yduqs-artplan-2025-3/
El Ojo de Iberoamerica,2025,DIRECTO,Nigrum corpus,IDOMED/ Instituto Yduqs de IDOMED / Instituto Yduqs,Artplan,Marca local,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/nigrum-corpus-idomed-instituto-yduqs-de-idomed-instituto-yduqs-artplan-2025-4/
El Ojo de Iberoamerica,2025,DIRECTO,Ikea hidden tags,IKEA de IKEA Portugal,Uzina,Fidelizacion y/o construccion de marca,Portugal,Shortlist,/awards/el_ojo/2025/campaigns/ikea-hidden-tags-ikea-de-ikea-portugal-uzina-2025/
El Ojo de Iberoamerica,2025,DIRECTO,OutOfOfficeOffers,JetSMART de JetSMART Chile,Super,Correo Directo,Chile,Shortlist,/awards/el_ojo/2025/campaigns/outofofficeoffers-jetsmart-de-jetsmart-chile-super-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Hijos de la dictadura,Madre e Hijos del Silencio de Madres e Hijos del Silencio,Cheil Chile,Bien publico y mensajes gubernamentales,Chile,Shortlist,/awards/el_ojo/2025/campaigns/hijos-de-la-dictadura-madre-e-hijos-del-silencio-de-madres-e-hijos-del-silencio-cheil-chile-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Hijos de la dictadura,Madre e Hijos del Silencio de Madres e Hijos del Silencio,Cheil Chile,Nuevas realidades y tecnologias emergentes,Chile,Shortlist,/awards/el_ojo/2025/campaigns/hijos-de-la-dictadura-madre-e-hijos-del-silencio-de-madres-e-hijos-del-silencio-cheil-chile-2025-2/
El Ojo de Iberoamerica,2025,DIRECTO,Makeup payment,Mastercard de Mastercard Brasil,MRM Brasil,Lanzamiento y activacion de marca,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/makeup-payment-mastercard-de-mastercard-brasil-mrm-brasil-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Game guardian,Movistar de Movistar Argentina,VML Argentina,Nuevas realidades y tecnologias emergentes,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/game-guardian-movistar-de-movistar-argentina-vml-argentina-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Game guardian,Movistar de Movistar Argentina,VML Argentina,Juegos,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/game-guardian-movistar-de-movistar-argentina-vml-argentina-2025-2/
El Ojo de Iberoamerica,2025,DIRECTO,Maraton,Nike de Nike Mexico,Wieden+Kennedy Mexico / Mindshare,Mercado especifico,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/maraton-nike-de-nike-mexico-wiedenkennedy-mexico-mindshare-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Oreo voice notes,Oreo de Mondelez Colombia,LePub Bogota,Correo Directo,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/oreo-voice-notes-oreo-de-mondelez-colombia-lepub-bogota-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Pedigree caramelo,Pedigree de Mars Brasil,Almap BBDO,Responsabilidad Social Empresarial (RSE),Brasil,Shortlist,/awards/el_ojo/2025/campaigns/pedigree-caramelo-pedigree-de-mars-brasil-almap-bbdo-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Pedigree caramelo,Pedigree de Mars Brasil,Almap BBDO,Lanzamiento y activacion de marca,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/pedigree-caramelo-pedigree-de-mars-brasil-almap-bbdo-2025-2/
El Ojo de Iberoamerica,2025,DIRECTO,Cartel para una persona,Pilsen de AB InBev Paraguay,Oniria\TBWA / 23 Sports,Marca local,Paraguay,Shortlist,/awards/el_ojo/2025/campaigns/cartel-para-una-persona-pilsen-de-ab-inbev-paraguay-oniriatbwa-23-sports-2025/
El Ojo de Iberoamerica,2025,DIRECTO,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Servicios,Peru,Shortlist,/awards/el_ojo/2025/campaigns/the-kimberly-price-plaza-vea-de-supermercados-peruanos-fahrenheit-ddb-2025/
El Ojo de Iberoamerica,2025,DIRECTO,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Uso de plataformas digitales,Peru,Shortlist,/awards/el_ojo/2025/campaigns/the-kimberly-price-plaza-vea-de-supermercados-peruanos-fahrenheit-ddb-2025-2/
El Ojo de Iberoamerica,2025,DIRECTO,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Eventos y acciones,Peru,Shortlist,/awards/el_ojo/2025/campaigns/the-kimberly-price-plaza-vea-de-supermercados-peruanos-fahrenheit-ddb-2025-3/
El Ojo de Iberoamerica,2025,DIRECTO,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Lanzamiento y activacion de marca,Peru,Shortlist,/awards/el_ojo/2025/campaigns/the-kimberly-price-plaza-vea-de-supermercados-peruanos-fahrenheit-ddb-2025-4/
El Ojo de Iberoamerica,2025,DIRECTO,Clandestination,Procolombia de Procolombia,DDB Colombia,Bien publico y mensajes gubernamentales,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/clandestination-procolombia-de-procolombia-ddb-colombia-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Humanimal tourism,Procolombia de Procolombia,DDB Colombia,Bien publico y mensajes gubernamentales,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/humanimal-tourism-procolombia-de-procolombia-ddb-colombia-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Humanimal tourism,Procolombia de Procolombia,DDB Colombia,Uso de plataformas digitales,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/humanimal-tourism-procolombia-de-procolombia-ddb-colombia-2025-2/
El Ojo de Iberoamerica,2025,DIRECTO,Clandestination,Procolombia de Procolombia,DDB Colombia,Eventos y acciones,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/clandestination-procolombia-de-procolombia-ddb-colombia-2025-2/
El Ojo de Iberoamerica,2025,DIRECTO,Humanimal tourism,Procolombia de Procolombia,DDB Colombia,Acciones con uso de datos,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/humanimal-tourism-procolombia-de-procolombia-ddb-colombia-2025-3/
El Ojo de Iberoamerica,2025,DIRECTO,Clandestination,Procolombia de Procolombia,DDB Colombia,Lanzamiento y activacion de marca,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/clandestination-procolombia-de-procolombia-ddb-colombia-2025-3/
El Ojo de Iberoamerica,2025,DIRECTO,Clandestination,Procolombia de Procolombia,DDB Colombia,Marca local,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/clandestination-procolombia-de-procolombia-ddb-colombia-2025-4/
El Ojo de Iberoamerica,2025,DIRECTO,Air raid alarm clock,Razom for Ukraine de Razom for Ukraine,Officer & Gentleman / Arriba!,Acciones con uso de datos,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/air-raid-alarm-clock-razom-for-ukraine-de-razom-for-ukraine-officer-and-gentleman-arriba-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Peternity leave,Royal Canin de Royal Canin Argentina,TombrasNiña,Correo Directo,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/peternity-leave-royal-canin-de-royal-canin-argentina-tombrasnina-2025/
El Ojo de Iberoamerica,2025,DIRECTO,The mind guardian,Samsung de Cheil España,Cheil España,Juegos,España,Shortlist,/awards/el_ojo/2025/campaigns/the-mind-guardian-samsung-de-cheil-espana-cheil-espana-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Fictional insurance,Seguros del Estado / RCN Television de Seguros del Estado / RCN Television,DDB Colombia,Servicios,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/fictional-insurance-seguros-del-estado-rcn-television-de-seguros-del-estado-rcn-television-ddb-colombia-2025-2/
El Ojo de Iberoamerica,2025,DIRECTO,Fictional insurance,Seguros del Estado / RCN Television de Seguros del Estado / RCN Television,DDB Colombia,Uso de plataformas digitales,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/fictional-insurance-seguros-del-estado-rcn-television-de-seguros-del-estado-rcn-television-ddb-colombia-2025-3/
El Ojo de Iberoamerica,2025,DIRECTO,Fictional insurance,Seguros del Estado / RCN Television de Seguros del Estado / RCN Television,DDB Colombia,Fidelizacion y/o construccion de marca,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/fictional-insurance-seguros-del-estado-rcn-television-de-seguros-del-estado-rcn-television-ddb-colombia-2025-4/
El Ojo de Iberoamerica,2025,DIRECTO,Fictional insurance,Seguros del Estado / RCN Television de Seguros del Estado / RCN Television,DDB Colombia,Marca local,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/fictional-insurance-seguros-del-estado-rcn-television-de-seguros-del-estado-rcn-television-ddb-colombia-2025-5/
El Ojo de Iberoamerica,2025,DIRECTO,The rewards bag,TaTa de Grupo De Narvaez,VML Uruguay,Fidelizacion y/o construccion de marca,Uruguay,Shortlist,/awards/el_ojo/2025/campaigns/the-rewards-bag-tata-de-grupo-de-narvaez-vml-uruguay-2025/
El Ojo de Iberoamerica,2025,DIRECTO,The rewards bag,TaTa de Grupo De Narvaez,VML Uruguay,Marca local,Uruguay,Shortlist,/awards/el_ojo/2025/campaigns/the-rewards-bag-tata-de-grupo-de-narvaez-vml-uruguay-2025-2/
El Ojo de Iberoamerica,2025,DIRECTO,Gulf of Mexico (Bar),Tecate de Heineken Mexico,LePub Mexico,Lanzamiento y activacion de marca,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/gulf-of-mexico-bar-tecate-de-heineken-mexico-lepub-mexico-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Re-commerce Atacama,Vtex/ Desierto Vestido de Vtex Brasil / Desierto Vestido,Artplan,Uso de plataformas digitales,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/re-commerce-atacama-vtex-desierto-vestido-de-vtex-brasil-desierto-vestido-artplan-2025/
El Ojo de Iberoamerica,2025,DIRECTO,Re-commerce Atacama,Vtex/ Desierto Vestido de Vtex Brasil / Desierto Vestido,Artplan,Responsabilidad Social Empresarial (RSE),Brasil,Shortlist,/awards/el_ojo/2025/campaigns/re-commerce-atacama-vtex-desierto-vestido-de-vtex-brasil-desierto-vestido-artplan-2025-2/
El Ojo de Iberoamerica,2025,DIRECTO,Dancing washers,Whirlpool de Whirlpool Mexico,VML Mexico,Productos,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/dancing-washers-whirlpool-de-whirlpool-mexico-vml-mexico-2025-3/
El Ojo de Iberoamerica,2025,DIRECTO,Dancing washers,Whirlpool de Whirlpool Mexico,VML Mexico,Uso de plataformas digitales,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/dancing-washers-whirlpool-de-whirlpool-mexico-vml-mexico-2025-4/
El Ojo de Iberoamerica,2025,DIRECTO,Dancing washers,Whirlpool de Whirlpool Mexico,VML Mexico,Acciones en plataformas sociales y co-creacion de contenido,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/dancing-washers-whirlpool-de-whirlpool-mexico-vml-mexico-2025-5/
El Ojo de Iberoamerica,2025,EFICACIA,Glowing relief,Alivia Health de Alivia Health,De la Cruz/ Ogilvy (Puerto Rico),Proposito con resultados,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/glowing-relief-alivia-health-de-alivia-health-de-la-cruz-ogilvy-puerto-rico-2025/
El Ojo de Iberoamerica,2025,EFICACIA,Glowing relief,Alivia Health de Alivia Health,De la Cruz/ Ogilvy (Puerto Rico),Marca local y mercado especifico,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/glowing-relief-alivia-health-de-alivia-health-de-la-cruz-ogilvy-puerto-rico-2025-2/
El Ojo de Iberoamerica,2025,EFICACIA,Absurd promises,ASDRA de ASDRA - Asociacion Sindrome de Down Argentina,VML Argentina,Bien publico y mensajes gubernamentales,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/absurd-promises-asdra-de-asdra-asociacion-sindrome-de-down-argentina-vml-argentina-2025/
El Ojo de Iberoamerica,2025,EFICACIA,Absurd promises,ASDRA de ASDRA - Asociacion Sindrome de Down Argentina,VML Argentina,Marca local y mercado especifico,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/absurd-promises-asdra-de-asdra-asociacion-sindrome-de-down-argentina-vml-argentina-2025-2/
El Ojo de Iberoamerica,2025,EFICACIA,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Gestion de comunidades en redes sociales,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/tracking-bad-bunny-bad-bunny-de-rimas-entertainment-ddb-latina-puerto-rico-2025-11/
El Ojo de Iberoamerica,2025,EFICACIA,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Estrategia en el lanzamiento y activacion de marca,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/tracking-bad-bunny-bad-bunny-de-rimas-entertainment-ddb-latina-puerto-rico-2025-12/
El Ojo de Iberoamerica,2025,EFICACIA,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Marca local y mercado especifico,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/tracking-bad-bunny-bad-bunny-de-rimas-entertainment-ddb-latina-puerto-rico-2025-13/
El Ojo de Iberoamerica,2025,EFICACIA,Natural freezers,Corona de AB InBev Grupo Modelo Mexico,BBDO Mexico,Proposito con resultados,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/natural-freezers-corona-de-ab-inbev-grupo-modelo-mexico-bbdo-mexico-2025/
El Ojo de Iberoamerica,2025,EFICACIA,El poder de lo salado,Cris-Sal de Ecuasal,Paradais DDB (Ecuador),exito sostenido,Ecuador,Shortlist,/awards/el_ojo/2025/campaigns/el-poder-de-lo-salado-cris-sal-de-ecuasal-paradais-ddb-ecuador-2025/
El Ojo de Iberoamerica,2025,EFICACIA,El gol interrumpido,FIAT de FIAT Brasil,Leo Burnett Tailor Made (Brasil),Real time marketing,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/el-gol-interrumpido-fiat-de-fiat-brasil-leo-burnett-tailor-made-brasil-2025/
El Ojo de Iberoamerica,2025,EFICACIA,Design your sleep while you sleep,IKEA Family de IKEA España,MRM Spain,Experiencias interactivas,España,Shortlist,/awards/el_ojo/2025/campaigns/design-your-sleep-while-you-sleep-ikea-family-de-ikea-espana-mrm-spain-2025/
El Ojo de Iberoamerica,2025,EFICACIA,Design your sleep while you sleep,IKEA Family de IKEA España,MRM Spain,Nuevas realidades y tecnologias emergentes,España,Shortlist,/awards/el_ojo/2025/campaigns/design-your-sleep-while-you-sleep-ikea-family-de-ikea-espana-mrm-spain-2025-2/
El Ojo de Iberoamerica,2025,EFICACIA,Green flag,Knorr de Unilever Global,MullenLowe Global,Gestion de comunidades en redes sociales,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/green-flag-knorr-de-unilever-global-mullenlowe-global-2025/
El Ojo de Iberoamerica,2025,EFICACIA,La reserva rosa,Liga Contra El Cancer de Liga Peruana de Lucha contra el Cancer,RosadoToledo& (Puerto Rico),Bien publico y mensajes gubernamentales,Peru,Shortlist,/awards/el_ojo/2025/campaigns/la-reserva-rosa-liga-contra-el-cancer-de-liga-peruana-de-lucha-contra-el-cancer-rosadotoledo-and-puerto-rico-2025/
El Ojo de Iberoamerica,2025,EFICACIA,The trial,Lingokids de Lingokids,Piel Creative Studio,Estrategia posicionamiento y creatividad,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/the-trial-lingokids-de-lingokids-piel-creative-studio-2025/
El Ojo de Iberoamerica,2025,EFICACIA,La licencia por maternidad no es solo pausa. Es crecimiento.,Linkedin de LinkedIn Brasil,R/GA Brasil,Campañas de bajo presupuesto,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/la-licencia-por-maternidad-no-es-solo-pausa-es-crecimiento-linkedin-de-linkedin-brasil-rga-brasil-2025/
El Ojo de Iberoamerica,2025,EFICACIA,Hijos de la dictadura,Madre e Hijos del Silencio de Madres e Hijos del Silencio,Cheil Chile,Proposito con resultados,Chile,Shortlist,/awards/el_ojo/2025/campaigns/hijos-de-la-dictadura-madre-e-hijos-del-silencio-de-madres-e-hijos-del-silencio-cheil-chile-2025-3/
El Ojo de Iberoamerica,2025,EFICACIA,El momento de ver la verdad,MAPFRE de MAPFRE España,McCann España,exito sostenido,España,Shortlist,/awards/el_ojo/2025/campaigns/el-momento-de-ver-la-verdad-mapfre-de-mapfre-espana-mccann-espana-2025/
El Ojo de Iberoamerica,2025,EFICACIA,This is not a game,Movistar de Movistar Mexico,VML Mexico,Branded content,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/this-is-not-a-game-movistar-de-movistar-mexico-vml-mexico-2025/
El Ojo de Iberoamerica,2025,EFICACIA,Libertadoras,Museo Nacional de Museo Nacional,WILD FI (Uruguay),Proposito con resultados,Uruguay,Shortlist,/awards/el_ojo/2025/campaigns/libertadoras-museo-nacional-de-museo-nacional-wild-fi-uruguay-2025/
El Ojo de Iberoamerica,2025,EFICACIA,Nubanc by Matt LeBlanc,Nubank de Nubank Brasil,Wieden+Kennedy Sao Paulo / Wieden+Kennedy,Branded content,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/nubanc-by-matt-leblanc-nubank-de-nubank-brasil-wiedenkennedy-sao-paulo-wiedenkennedy-2025/
El Ojo de Iberoamerica,2025,EFICACIA,El alma dark de la fiesta,Paketaxo Dark de PepsiCo Mexico,Don by Havas,Influencers,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/el-alma-dark-de-la-fiesta-paketaxo-dark-de-pepsico-mexico-don-by-havas-2025/
El Ojo de Iberoamerica,2025,EFICACIA,Pedigree caramelo,Pedigree de Mars Brasil,Almap BBDO (Brasil),Estrategia posicionamiento y creatividad,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/pedigree-caramelo-pedigree-de-mars-brasil-almap-bbdo-brasil-2025/
El Ojo de Iberoamerica,2025,EFICACIA,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Estrategia en el lanzamiento y activacion de marca,Peru,Shortlist,/awards/el_ojo/2025/campaigns/the-kimberly-price-plaza-vea-de-supermercados-peruanos-fahrenheit-ddb-2025-5/
El Ojo de Iberoamerica,2025,EFICACIA,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Real time marketing,Peru,Shortlist,/awards/el_ojo/2025/campaigns/the-kimberly-price-plaza-vea-de-supermercados-peruanos-fahrenheit-ddb-2025-6/
El Ojo de Iberoamerica,2025,EFICACIA,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Marketing promocional,Peru,Shortlist,/awards/el_ojo/2025/campaigns/the-kimberly-price-plaza-vea-de-supermercados-peruanos-fahrenheit-ddb-2025-7/
El Ojo de Iberoamerica,2025,EFICACIA,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Marketing de actualidad,Peru,Shortlist,/awards/el_ojo/2025/campaigns/the-kimberly-price-plaza-vea-de-supermercados-peruanos-fahrenheit-ddb-2025-8/
El Ojo de Iberoamerica,2025,EFICACIA,Fixed cyber,Poxipol de Fenedur,WILD FI (Chile),Campañas de bajo presupuesto,Chile,Shortlist,/awards/el_ojo/2025/campaigns/fixed-cyber-poxipol-de-fenedur-wild-fi-chile-2025/
El Ojo de Iberoamerica,2025,EFICACIA,Clandestination,Procolombia de Procolombia,DDB Colombia,Bien publico y mensajes gubernamentales,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/clandestination-procolombia-de-procolombia-ddb-colombia-2025-5/
El Ojo de Iberoamerica,2025,EFICACIA,Humanimal tourism,Procolombia de Procolombia,DDB Colombia,Bien publico y mensajes gubernamentales,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/humanimal-tourism-procolombia-de-procolombia-ddb-colombia-2025-4/
El Ojo de Iberoamerica,2025,EFICACIA,Clandestination,Procolombia de Procolombia,DDB Colombia,Estrategia posicionamiento y creatividad,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/clandestination-procolombia-de-procolombia-ddb-colombia-2025-6/
El Ojo de Iberoamerica,2025,EFICACIA,Humanimal tourism,Procolombia de Procolombia,DDB Colombia,Estrategia posicionamiento y creatividad,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/humanimal-tourism-procolombia-de-procolombia-ddb-colombia-2025-5/
El Ojo de Iberoamerica,2025,EFICACIA,Clandestination,Procolombia de Procolombia,DDB Colombia,Proposito con resultados,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/clandestination-procolombia-de-procolombia-ddb-colombia-2025-7/
El Ojo de Iberoamerica,2025,EFICACIA,Relato inesperado,Quilmes de Cerveceria y Malteria Quilmes,draftLine BUE (Argentina),Experiencias interactivas,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/relato-inesperado-quilmes-de-cerveceria-y-malteria-quilmes-draftline-bue-argentina-2025/
El Ojo de Iberoamerica,2025,EFICACIA,Relato inesperado,Quilmes de Cerveceria y Malteria Quilmes,draftLine BUE (Argentina),Branded content,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/relato-inesperado-quilmes-de-cerveceria-y-malteria-quilmes-draftline-bue-argentina-2025-2/
El Ojo de Iberoamerica,2025,EFICACIA,Unnoise,Samsung de Samsung España,Cheil España,Nuevas realidades y tecnologias emergentes,España,Shortlist,/awards/el_ojo/2025/campaigns/unnoise-samsung-de-samsung-espana-cheil-espana-2025/
El Ojo de Iberoamerica,2025,EFICACIA,Unfear,Samsung de Samsung España,Cheil España,Nuevas realidades y tecnologias emergentes,España,Shortlist,/awards/el_ojo/2025/campaigns/unfear-samsung-de-samsung-espana-cheil-espana-2025/
